Part1_E,Part3_E,Part11_E
0.024,0.5,0.203
0.011,0.272,0.248
0.023,0.25,0.144
0.011,0.271,0.224
0.012,0.468,0.221
0.011,0.322,0.198
0.016,0.24,0.166
0.022,0.294,0.207
0.022,0.283,0.22
0.019,0.292,0.147
0.022,0.375,0.123
0.013,0.3,0.109
0.018,0.429,0.24
0.015,0.314,0.159
0.01,0.368,0.17
0.018,0.293,0.118
0.015,0.402,0.166
0.023,0.312,0.169
0.017,0.264,0.248
0.012,0.327,0.226
0.024,0.371,0.18
0.011,0.214,0.23
0.023,0.29,0.105
0.01,0.271,0.213
0.017,0.441,0.118
0.022,0.48,0.225
0.017,0.308,0.188
0.01,0.445,0.199
0.014,0.311,0.245
0.019,0.227,0.216
0.023,0.447,0.179
0.018,0.268,0.197
0.01,0.449,0.238
0.015,0.29,0.116
0.014,0.404,0.136
0.021,0.401,0.234
0.012,0.459,0.219
0.016,0.329,0.19
0.024,0.471,0.132
0.016,0.233,0.151
0.017,0.203,0.172
0.012,0.389,0.156
0.014,0.442,0.213
0.024,0.372,0.212
0.019,0.319,0.243
0.025,0.404,0.224
0.024,0.343,0.183
0.017,0.354,0.1
0.016,0.309,0.242
0.019,0.253,0.112
0.012,0.386,0.15
0.025,0.27,0.167
0.022,0.326,0.161
0.018,0.302,0.186
0.025,0.414,0.215
0.017,0.411,0.149
0.014,0.243,0.19
0.017,0.325,0.1
0.014,0.443,0.179
0.02,0.27,0.226
0.016,0.433,0.111
0.019,0.324,0.231
0.02,0.283,0.152
0.022,0.313,0.218
0.021,0.333,0.156
0.015,0.463,0.21
0.014,0.429,0.189
0.025,0.329,0.117
0.016,0.455,0.192
0.019,0.35,0.219
0.018,0.398,0.224
0.011,0.377,0.147
0.025,0.235,0.177
0.016,0.374,0.183
0.023,0.452,0.213
0.013,0.462,0.101
0.014,0.384,0.154
0.01,0.4,0.134
0.012,0.348,0.238
0.019,0.36,0.101
0.011,0.229,0.229
0.012,0.219,0.151
0.02,0.307,0.13
0.024,0.365,0.207
0.015,0.46,0.197
0.013,0.266,0.132
0.016,0.398,0.247
0.015,0.386,0.104
0.015,0.382,0.113
0.018,0.47,0.119
0.022,0.207,0.25
0.017,0.429,0.139
0.013,0.327,0.247
0.01,0.455,0.133
0.013,0.343,0.21
0.02,0.285,0.165
0.018,0.498,0.166
0.021,0.319,0.171
0.017,0.362,0.197
0.021,0.395,0.148
0.013,0.26,0.231
0.022,0.491,0.184
0.015,0.291,0.236
0.01,0.248,0.111
0.017,0.439,0.154
0.022,0.397,0.245
0.022,0.295,0.188
0.017,0.242,0.146
0.011,0.279,0.116
0.021,0.222,0.194
0.012,0.472,0.221
0.012,0.453,0.116
0.019,0.407,0.24
0.017,0.261,0.147
0.011,0.224,0.14
0.023,0.448,0.232
0.019,0.26,0.183
0.025,0.338,0.106
0.021,0.495,0.188
0.011,0.363,0.143
0.018,0.39,0.171
0.011,0.211,0.213
0.017,0.464,0.162
0.014,0.411,0.184
0.025,0.215,0.129
0.025,0.376,0.112
0.023,0.222,0.118
0.013,0.465,0.197
0.02,0.248,0.237
0.012,0.28,0.106
0.012,0.455,0.23
0.012,0.482,0.177
0.024,0.35,0.226
0.02,0.279,0.187
0.022,0.387,0.125
0.017,0.407,0.173
0.022,0.29,0.195
0.017,0.282,0.112
0.012,0.371,0.2
0.019,0.422,0.227
0.018,0.274,0.237
0.02,0.434,0.186
0.019,0.413,0.211
0.02,0.461,0.134
0.011,0.446,0.143
0.014,0.36,0.139
0.013,0.399,0.163
0.015,0.4,0.22
0.019,0.463,0.171
0.014,0.231,0.172
0.011,0.387,0.158
0.022,0.449,0.149
0.02,0.22,0.141
0.023,0.372,0.161
0.014,0.291,0.122
0.025,0.34,0.233
0.022,0.383,0.248
0.012,0.42,0.112
0.024,0.351,0.136
0.023,0.223,0.167
0.014,0.428,0.249
0.025,0.448,0.153
0.011,0.457,0.157
0.015,0.334,0.184
0.013,0.428,0.116
0.02,0.421,0.165
0.023,0.433,0.19
0.018,0.252,0.11
0.023,0.209,0.172
0.014,0.307,0.219
0.024,0.231,0.154
0.011,0.341,0.234
0.021,0.237,0.225
0.021,0.392,0.15
0.014,0.211,0.178
0.024,0.242,0.15
0.014,0.478,0.115
0.024,0.439,0.219
0.016,0.493,0.139
0.014,0.276,0.14
0.024,0.267,0.176
0.014,0.386,0.193
0.024,0.397,0.118
0.012,0.485,0.248
0.013,0.217,0.176
0.025,0.44,0.221
0.01,0.471,0.243
0.017,0.316,0.192
0.023,0.207,0.209
0.019,0.207,0.154
0.021,0.239,0.166
0.018,0.227,0.203
0.019,0.432,0.218
0.021,0.398,0.195
0.013,0.457,0.202
0.013,0.306,0.199
0.018,0.202,0.239
0.015,0.442,0.121
0.014,0.384,0.126
0.017,0.396,0.238
0.02,0.409,0.166
0.022,0.244,0.181
0.019,0.442,0.149
0.014,0.307,0.223
0.025,0.33,0.117
0.018,0.275,0.196
0.017,0.462,0.117
0.023,0.291,0.133
0.015,0.42,0.111
0.019,0.487,0.138
0.022,0.397,0.145
0.021,0.369,0.173
0.014,0.27,0.248
0.01,0.391,0.168
0.023,0.488,0.22
0.023,0.386,0.209
0.014,0.459,0.138
0.02,0.437,0.16
0.011,0.304,0.176
0.015,0.411,0.158
0.016,0.408,0.164
0.016,0.322,0.211
0.017,0.457,0.117
0.013,0.373,0.14
0.022,0.475,0.138
0.012,0.473,0.146
0.021,0.296,0.176
0.01,0.286,0.168
0.023,0.217,0.245
0.012,0.328,0.195
0.013,0.261,0.15
0.024,0.271,0.132
0.023,0.253,0.209
0.019,0.415,0.155
0.021,0.445,0.247
0.013,0.401,0.175
0.011,0.211,0.208
0.022,0.403,0.111
0.024,0.401,0.128
0.017,0.265,0.239
0.018,0.34,0.145
0.024,0.388,0.201
0.01,0.458,0.225
0.012,0.343,0.238
0.017,0.493,0.208
0.025,0.373,0.167
0.022,0.388,0.172
0.011,0.387,0.2
0.012,0.285,0.112
0.017,0.461,0.19
0.019,0.321,0.191
0.024,0.306,0.146
0.012,0.449,0.198
0.024,0.417,0.101
0.01,0.447,0.232
0.016,0.281,0.11
0.014,0.379,0.135
0.016,0.399,0.162
0.019,0.24,0.192
0.02,0.296,0.138
0.021,0.361,0.161
0.015,0.29,0.229
0.023,0.397,0.198
0.014,0.307,0.242
0.025,0.433,0.222
0.013,0.385,0.188
0.02,0.455,0.157
0.018,0.4,0.227
0.017,0.243,0.138
0.013,0.234,0.151
0.015,0.328,0.154
0.019,0.322,0.191
0.018,0.313,0.177
0.023,0.42,0.221
0.019,0.367,0.121
0.018,0.439,0.167
0.019,0.256,0.118
0.013,0.35,0.114
0.02,0.232,0.109
0.015,0.23,0.1
0.021,0.283,0.145
0.025,0.22,0.172
0.011,0.203,0.231
0.013,0.213,0.182
0.015,0.295,0.202
0.022,0.445,0.112
0.021,0.224,0.237
0.011,0.414,0.104
0.023,0.323,0.189
0.021,0.299,0.182
0.019,0.414,0.11
0.021,0.453,0.24
0.019,0.5,0.25
0.017,0.461,0.227
0.023,0.226,0.178
0.015,0.251,0.145
0.02,0.286,0.211
0.017,0.401,0.156
0.024,0.218,0.249
0.017,0.354,0.102
0.013,0.365,0.134
0.019,0.207,0.112
0.014,0.283,0.142
0.013,0.458,0.196
0.013,0.335,0.191
0.019,0.383,0.213
0.02,0.44,0.121
0.015,0.45,0.245
0.021,0.274,0.208
0.023,0.357,0.146
0.011,0.43,0.172
0.017,0.32,0.14
0.013,0.464,0.195
0.025,0.23,0.225
0.022,0.448,0.205
0.02,0.314,0.123
0.019,0.449,0.176
0.024,0.381,0.144
0.015,0.426,0.147
0.017,0.321,0.182
0.022,0.26,0.23
0.014,0.311,0.241
0.01,0.257,0.225
0.02,0.39,0.147
0.012,0.277,0.16
0.019,0.45,0.104
0.014,0.373,0.105
0.011,0.207,0.134
0.019,0.242,0.106
0.021,0.235,0.236
0.012,0.345,0.2
0.024,0.339,0.218
0.011,0.442,0.176
0.023,0.38,0.117
0.015,0.366,0.126
0.02,0.282,0.227
0.019,0.3,0.118
0.01,0.204,0.115
0.022,0.425,0.222
0.013,0.343,0.105
0.017,0.29,0.118
0.021,0.268,0.21
0.021,0.244,0.192
0.015,0.422,0.191
0.013,0.437,0.144
0.017,0.366,0.111
0.014,0.365,0.156
0.018,0.229,0.137
0.02,0.227,0.133
0.024,0.209,0.224
0.013,0.462,0.231
0.023,0.273,0.139
0.022,0.211,0.183
0.02,0.452,0.203
0.02,0.21,0.104
0.017,0.469,0.208
0.015,0.43,0.164
0.019,0.216,0.136
0.019,0.281,0.169
0.024,0.227,0.187
0.02,0.329,0.199
0.011,0.257,0.2
0.019,0.409,0.156
0.022,0.351,0.189
0.019,0.365,0.236
0.023,0.206,0.219
0.021,0.374,0.112
0.017,0.377,0.146
0.016,0.227,0.2
0.023,0.215,0.183
0.016,0.306,0.197
0.013,0.495,0.126
0.014,0.455,0.149
0.015,0.362,0.13
0.017,0.499,0.13
0.02,0.201,0.117
0.011,0.326,0.132
0.011,0.219,0.225
0.024,0.313,0.131
0.019,0.2,0.234
0.021,0.341,0.163
0.019,0.441,0.124
0.017,0.351,0.192
0.024,0.246,0.106
0.02,0.311,0.134
0.023,0.316,0.244
0.022,0.315,0.117
0.02,0.353,0.218
0.01,0.365,0.231
0.014,0.488,0.211
0.019,0.401,0.24
0.023,0.326,0.199
0.025,0.255,0.174
0.021,0.421,0.112
0.023,0.286,0.168
0.023,0.231,0.116
0.019,0.396,0.207
0.012,0.393,0.241
0.024,0.278,0.245
0.023,0.223,0.22
0.025,0.364,0.214
0.012,0.242,0.189
0.02,0.398,0.232
0.01,0.404,0.202
0.023,0.326,0.248
0.016,0.204,0.146
0.011,0.276,0.199
0.021,0.398,0.231
0.017,0.426,0.199
0.012,0.381,0.178
0.022,0.256,0.221
0.017,0.332,0.129
0.017,0.498,0.194
0.014,0.223,0.15
0.024,0.435,0.179
0.018,0.47,0.131
0.016,0.35,0.159
0.014,0.343,0.176
0.011,0.353,0.109
0.015,0.247,0.198
0.017,0.46,0.172
0.014,0.38,0.137
0.019,0.28,0.183
0.024,0.457,0.223
0.023,0.332,0.229
0.011,0.244,0.111
0.015,0.208,0.137
0.013,0.261,0.25
0.018,0.355,0.246
0.024,0.424,0.115
0.019,0.499,0.217
0.025,0.38,0.157
0.019,0.265,0.234
0.013,0.371,0.119
0.017,0.362,0.177
0.011,0.353,0.104
0.022,0.216,0.215
0.014,0.251,0.108
0.022,0.209,0.128
0.021,0.379,0.137
0.014,0.277,0.21
0.016,0.247,0.214
0.022,0.483,0.235
0.023,0.288,0.144
0.025,0.404,0.166
0.023,0.434,0.132
0.01,0.2,0.128
0.019,0.279,0.183
0.018,0.218,0.113
0.019,0.309,0.161
0.02,0.231,0.169
0.012,0.415,0.232
0.012,0.473,0.165
0.019,0.417,0.242
0.017,0.342,0.239
0.02,0.497,0.106
0.02,0.467,0.137
0.025,0.422,0.11
0.016,0.217,0.11
0.011,0.468,0.225
0.019,0.394,0.249
0.011,0.22,0.171
0.023,0.22,0.2
0.015,0.343,0.135
0.019,0.367,0.118
0.024,0.233,0.172
0.025,0.449,0.187
0.022,0.314,0.102
0.023,0.404,0.104
0.019,0.438,0.23
0.014,0.396,0.225
0.024,0.425,0.132
0.024,0.357,0.197
0.015,0.33,0.245
0.021,0.285,0.246
0.011,0.358,0.179
0.025,0.429,0.198
0.017,0.313,0.192
0.021,0.417,0.238
0.025,0.364,0.15
0.011,0.362,0.186
0.013,0.344,0.123
0.011,0.213,0.105
0.013,0.456,0.165
0.015,0.291,0.168
0.023,0.205,0.246
0.022,0.241,0.242
0.019,0.476,0.128
0.022,0.386,0.195
0.011,0.239,0.104
0.013,0.38,0.244
0.012,0.477,0.105
0.018,0.421,0.126
0.021,0.21,0.198
0.025,0.386,0.153
0.016,0.397,0.199
0.023,0.453,0.125
0.012,0.259,0.162
0.017,0.224,0.22
0.023,0.329,0.171
0.021,0.494,0.101
0.02,0.421,0.209
0.015,0.316,0.224
0.019,0.205,0.115
0.014,0.482,0.248
0.021,0.293,0.18
0.014,0.483,0.17
0.011,0.487,0.228
0.024,0.433,0.218
0.01,0.342,0.228
0.012,0.224,0.194
0.021,0.349,0.143
0.025,0.375,0.24
0.017,0.237,0.152
0.014,0.244,0.181
0.019,0.412,0.215
0.024,0.202,0.139
0.013,0.379,0.245
0.019,0.43,0.184
0.022,0.246,0.114
0.01,0.224,0.143
0.016,0.309,0.126
0.018,0.236,0.185
0.015,0.256,0.229
0.013,0.488,0.116
0.011,0.349,0.237
0.015,0.428,0.155
0.011,0.384,0.237
0.011,0.449,0.228
0.019,0.349,0.207
0.015,0.363,0.201
0.015,0.43,0.215
0.019,0.329,0.166
0.024,0.202,0.139
0.014,0.359,0.177
0.024,0.403,0.173
0.02,0.482,0.243
0.011,0.453,0.197
0.011,0.33,0.236
0.017,0.22,0.117
0.023,0.323,0.205
0.012,0.202,0.221
0.025,0.393,0.198
0.016,0.459,0.231
0.022,0.471,0.175
0.014,0.383,0.153
0.015,0.47,0.101
0.019,0.296,0.227
0.012,0.204,0.201
0.011,0.38,0.241
0.01,0.313,0.218
0.013,0.396,0.138
0.011,0.305,0.153
0.015,0.354,0.223
0.024,0.288,0.131
0.019,0.283,0.196
0.024,0.395,0.148
0.018,0.478,0.154
0.011,0.34,0.229
0.021,0.234,0.249
0.024,0.46,0.163
0.015,0.395,0.243
0.017,0.246,0.239
0.019,0.489,0.243
0.018,0.301,0.106
0.024,0.48,0.223
0.017,0.201,0.214
0.024,0.368,0.171
0.016,0.422,0.236
0.025,0.364,0.222
0.02,0.201,0.224
0.022,0.324,0.189
0.021,0.38,0.135
0.012,0.485,0.245
0.019,0.321,0.228
0.021,0.226,0.232
0.014,0.327,0.111
0.014,0.34,0.184
0.02,0.249,0.169
0.01,0.437,0.203
0.016,0.347,0.187
0.024,0.3,0.112
0.024,0.233,0.148
0.024,0.229,0.245
0.022,0.373,0.121
0.017,0.412,0.21
0.019,0.39,0.16
0.012,0.344,0.175
0.025,0.307,0.172
0.013,0.402,0.1
0.018,0.464,0.17
0.017,0.355,0.123
0.024,0.25,0.16
0.021,0.448,0.191
0.024,0.46,0.177
0.021,0.441,0.214
0.019,0.332,0.192
0.014,0.391,0.152
0.012,0.208,0.107
0.013,0.296,0.241
0.019,0.353,0.207
0.022,0.375,0.151
0.019,0.4,0.107
0.019,0.219,0.151
0.023,0.496,0.129
0.011,0.391,0.144
0.013,0.334,0.176
0.012,0.243,0.135
0.015,0.346,0.118
0.014,0.335,0.202
0.021,0.412,0.105
0.014,0.292,0.122
0.021,0.223,0.127
0.018,0.282,0.118
0.013,0.258,0.104
0.018,0.202,0.138
0.018,0.475,0.134
0.013,0.243,0.229
0.024,0.304,0.117
0.025,0.445,0.147
0.019,0.376,0.164
0.012,0.335,0.236
0.01,0.486,0.11
0.01,0.492,0.184
0.017,0.242,0.122
0.012,0.417,0.127
0.02,0.442,0.222
0.012,0.245,0.119
0.02,0.342,0.21
0.018,0.422,0.212
0.021,0.322,0.189
0.019,0.299,0.198
0.014,0.234,0.136
0.013,0.437,0.104
0.014,0.476,0.205
0.021,0.386,0.244
0.014,0.391,0.19
0.012,0.383,0.111
0.016,0.423,0.129
0.024,0.47,0.145
0.016,0.347,0.162
0.015,0.241,0.219
0.01,0.399,0.211
0.016,0.365,0.101
0.025,0.277,0.191
0.014,0.472,0.118
0.018,0.225,0.167
0.018,0.4,0.22
0.018,0.438,0.248
0.015,0.444,0.173
0.024,0.358,0.158
0.023,0.421,0.233
0.014,0.277,0.167
0.017,0.348,0.245
0.021,0.3,0.19
0.012,0.372,0.158
0.022,0.413,0.231
0.018,0.347,0.238
0.018,0.281,0.181
0.02,0.295,0.169
0.023,0.347,0.145
0.019,0.434,0.11
0.02,0.493,0.164
0.013,0.499,0.148
0.015,0.295,0.241
0.011,0.22,0.191
0.023,0.444,0.215
0.018,0.292,0.223
0.023,0.324,0.245
0.018,0.259,0.167
0.013,0.468,0.176
0.015,0.495,0.124
0.023,0.224,0.178
0.013,0.337,0.202
0.02,0.494,0.212
0.02,0.498,0.219
0.024,0.381,0.227
0.025,0.281,0.11
0.021,0.423,0.207
0.023,0.397,0.157
0.022,0.376,0.188
0.023,0.328,0.183
0.022,0.323,0.163
0.024,0.214,0.235
0.022,0.356,0.209
0.024,0.411,0.201
0.025,0.252,0.156
0.011,0.474,0.16
0.021,0.22,0.135
0.024,0.34,0.216
0.017,0.371,0.112
0.016,0.437,0.181
0.012,0.282,0.161
0.021,0.21,0.164
0.017,0.472,0.195
0.014,0.258,0.132
0.025,0.365,0.216
0.014,0.445,0.158
0.013,0.34,0.134
0.013,0.393,0.113
0.013,0.26,0.246
0.011,0.345,0.145
0.016,0.463,0.237
0.015,0.292,0.154
0.011,0.28,0.111
0.019,0.252,0.238
0.018,0.292,0.17
0.022,0.283,0.137
0.011,0.39,0.112
0.023,0.283,0.149
0.018,0.472,0.115
0.016,0.428,0.162
0.01,0.401,0.184
0.023,0.271,0.115
0.017,0.269,0.224
0.015,0.236,0.14
0.02,0.368,0.208
0.018,0.239,0.12
0.019,0.259,0.211
0.019,0.328,0.185
0.018,0.305,0.182
0.013,0.458,0.194
0.02,0.334,0.176
0.024,0.275,0.241
0.023,0.353,0.182
0.013,0.295,0.213
0.012,0.24,0.198
0.016,0.431,0.105
0.021,0.273,0.205
0.015,0.233,0.188
0.017,0.294,0.216
0.022,0.325,0.126
0.012,0.467,0.146
0.019,0.303,0.238
0.023,0.44,0.143
0.018,0.408,0.228
0.012,0.462,0.132
0.021,0.336,0.216
0.025,0.409,0.135
0.014,0.233,0.106
0.013,0.327,0.164
0.023,0.418,0.175
0.013,0.455,0.125
0.016,0.463,0.131
0.018,0.395,0.22
0.024,0.25,0.194
0.023,0.315,0.222
0.019,0.226,0.17
0.015,0.204,0.181
0.012,0.394,0.144
0.017,0.402,0.144
0.021,0.452,0.115
0.011,0.468,0.2
0.013,0.319,0.239
0.014,0.244,0.238
0.02,0.493,0.16
0.019,0.283,0.148
0.012,0.223,0.236
0.019,0.263,0.237
0.01,0.404,0.115
0.016,0.303,0.156
0.023,0.322,0.116
0.017,0.263,0.158
0.01,0.415,0.119
0.011,0.263,0.207
0.017,0.296,0.135
0.019,0.488,0.245
0.011,0.276,0.108
0.013,0.461,0.159
0.016,0.24,0.154
0.021,0.246,0.1
0.015,0.442,0.239
0.015,0.493,0.163
0.019,0.4,0.201
0.011,0.256,0.217
0.011,0.313,0.158
0.019,0.445,0.239
0.017,0.392,0.217
0.019,0.33,0.206
0.017,0.436,0.181
0.013,0.283,0.198
0.022,0.353,0.119
0.01,0.238,0.119
0.023,0.427,0.249
0.015,0.203,0.194
0.013,0.357,0.227
0.011,0.238,0.215
0.022,0.382,0.187
0.018,0.458,0.13
0.023,0.398,0.24
0.025,0.269,0.104
0.018,0.262,0.225
0.022,0.476,0.191
0.017,0.292,0.117
0.024,0.339,0.108
0.024,0.494,0.16
0.024,0.335,0.111
0.015,0.355,0.218
0.024,0.442,0.171
0.013,0.247,0.219
0.015,0.486,0.163
0.022,0.327,0.222
0.021,0.367,0.198
0.012,0.29,0.221
0.025,0.365,0.102
0.016,0.34,0.175
0.017,0.446,0.245
0.023,0.491,0.174
0.011,0.216,0.114
0.019,0.465,0.204
0.017,0.291,0.165
0.02,0.316,0.157
0.012,0.227,0.173
0.015,0.229,0.117
0.025,0.269,0.227
0.016,0.483,0.153
0.012,0.266,0.167
0.017,0.47,0.129
0.011,0.398,0.207
0.018,0.364,0.175
0.021,0.35,0.106
0.01,0.361,0.231
0.01,0.215,0.199
0.015,0.327,0.193
0.019,0.43,0.12
0.02,0.381,0.219
0.023,0.478,0.249
0.019,0.293,0.144
0.02,0.379,0.218
0.013,0.36,0.109
0.018,0.457,0.19
0.023,0.28,0.188
0.016,0.36,0.22
0.022,0.498,0.129
0.015,0.424,0.101
0.022,0.424,0.193
0.011,0.212,0.133
0.017,0.297,0.214
0.02,0.469,0.202
0.012,0.335,0.111
0.021,0.405,0.187
0.014,0.25,0.187
0.024,0.201,0.246
0.016,0.476,0.244
0.021,0.369,0.159
0.024,0.27,0.23
0.012,0.472,0.114
0.023,0.479,0.141
0.016,0.415,0.148
0.025,0.269,0.138
0.022,0.269,0.189
0.022,0.444,0.194
0.018,0.42,0.122
0.015,0.468,0.187
0.012,0.347,0.148
0.016,0.305,0.141
0.016,0.268,0.153
0.014,0.308,0.182
0.014,0.334,0.161
0.023,0.441,0.238
0.022,0.308,0.144
0.022,0.401,0.131
0.025,0.395,0.176
0.017,0.208,0.141
0.01,0.289,0.12
0.022,0.469,0.213
0.016,0.482,0.121
0.016,0.431,0.213
0.017,0.339,0.188
0.013,0.258,0.225
0.015,0.338,0.208
0.014,0.314,0.117
0.023,0.47,0.117
0.024,0.301,0.248
0.018,0.215,0.212
0.019,0.313,0.201
0.018,0.347,0.109
0.023,0.487,0.145
0.01,0.444,0.145
0.025,0.366,0.115
0.016,0.463,0.22
0.01,0.479,0.219
0.019,0.497,0.16
0.012,0.265,0.112
0.013,0.291,0.231
0.015,0.432,0.142
0.015,0.443,0.134
0.01,0.484,0.138
0.012,0.427,0.113
0.017,0.461,0.172
0.02,0.498,0.161
0.018,0.303,0.197
0.023,0.27,0.142
0.013,0.313,0.23
0.012,0.389,0.204
0.021,0.476,0.225
0.01,0.358,0.22
0.011,0.269,0.222
0.015,0.202,0.195
0.015,0.309,0.231
0.017,0.362,0.231
0.012,0.481,0.226
0.013,0.377,0.227
0.016,0.277,0.12
0.014,0.216,0.157
0.014,0.348,0.163
0.022,0.318,0.209
0.012,0.308,0.223
0.02,0.477,0.109
0.019,0.487,0.148
0.025,0.24,0.152
0.012,0.303,0.164
0.025,0.24,0.183
0.015,0.23,0.121
0.012,0.266,0.103
0.014,0.21,0.234
0.017,0.422,0.134
0.018,0.361,0.235
0.016,0.399,0.225
0.018,0.311,0.21
0.01,0.352,0.247
0.022,0.305,0.225
0.01,0.263,0.231
0.014,0.389,0.215
0.022,0.407,0.241
0.018,0.217,0.197
0.014,0.236,0.182
0.011,0.233,0.148
0.021,0.485,0.168
0.024,0.376,0.108
0.012,0.394,0.239
0.01,0.356,0.231
0.019,0.445,0.215
0.019,0.45,0.223
0.024,0.389,0.228
0.013,0.382,0.174
0.011,0.373,0.135
0.012,0.332,0.122
0.011,0.297,0.24
0.024,0.383,0.223
0.025,0.29,0.153
0.013,0.467,0.104
0.022,0.215,0.155
0.021,0.221,0.195
0.022,0.274,0.248
0.022,0.462,0.121
0.017,0.257,0.133
0.012,0.302,0.223
0.014,0.249,0.167
0.015,0.215,0.246
0.025,0.257,0.189
0.015,0.309,0.213
0.023,0.381,0.131
0.011,0.214,0.202
0.022,0.484,0.158
0.019,0.479,0.135
0.019,0.316,0.239
0.017,0.48,0.219
0.019,0.265,0.235
0.015,0.401,0.157
0.019,0.269,0.137
0.022,0.21,0.186
0.022,0.233,0.189
0.016,0.416,0.167
0.011,0.437,0.122
0.012,0.379,0.248
0.021,0.246,0.205
0.023,0.495,0.108
0.025,0.5,0.205
0.024,0.203,0.152
0.021,0.32,0.184
0.013,0.499,0.133
0.014,0.304,0.19
0.011,0.373,0.156
0.023,0.499,0.118
0.02,0.391,0.178
0.014,0.22,0.208
0.014,0.403,0.191
0.02,0.373,0.244
0.012,0.438,0.122
0.011,0.28,0.201
0.024,0.227,0.191
0.013,0.298,0.166
0.013,0.42,0.105
0.025,0.303,0.125
0.017,0.374,0.23
0.019,0.423,0.177
0.016,0.266,0.15
0.019,0.38,0.19
0.013,0.322,0.101
0.011,0.25,0.182
0.022,0.295,0.111
0.017,0.374,0.173
0.017,0.41,0.205
0.024,0.329,0.204
0.021,0.305,0.104
0.018,0.362,0.224
0.01,0.325,0.224
0.011,0.457,0.224
0.02,0.369,0.245
0.025,0.337,0.201
0.024,0.378,0.137
0.022,0.456,0.119
0.017,0.42,0.182
0.023,0.41,0.227
0.023,0.397,0.161
0.014,0.32,0.194
0.019,0.286,0.232
0.022,0.399,0.125
0.013,0.264,0.108
0.021,0.337,0.186
0.025,0.463,0.169
0.021,0.365,0.137
0.022,0.485,0.118
0.019,0.487,0.243
0.024,0.21,0.135
0.025,0.33,0.163
0.021,0.365,0.199
0.022,0.205,0.14
0.011,0.302,0.108
0.021,0.271,0.211
0.023,0.29,0.12
0.025,0.394,0.106
0.018,0.263,0.218
0.021,0.388,0.234
0.012,0.498,0.129
0.016,0.341,0.115
0.02,0.282,0.209
0.015,0.485,0.104
0.015,0.323,0.14
0.013,0.374,0.117
0.018,0.322,0.178
0.024,0.481,0.135
0.014,0.33,0.182
0.013,0.311,0.177
0.012,0.484,0.157
0.022,0.264,0.109
0.022,0.447,0.201
0.022,0.447,0.22
0.019,0.392,0.239
0.023,0.461,0.145
0.012,0.297,0.201
0.022,0.39,0.132
0.015,0.349,0.103
0.018,0.42,0.204
0.019,0.439,0.222
0.022,0.211,0.147
0.018,0.361,0.174
0.021,0.459,0.213
0.022,0.442,0.123
0.016,0.332,0.196
0.019,0.428,0.174
0.016,0.218,0.112
0.019,0.265,0.177
0.014,0.465,0.161
0.025,0.287,0.172
0.01,0.237,0.232
0.018,0.247,0.21
0.01,0.488,0.221
0.01,0.335,0.177
0.019,0.417,0.225
0.024,0.472,0.193
0.014,0.313,0.204
0.021,0.328,0.123
0.016,0.25,0.208
0.023,0.333,0.229
0.014,0.374,0.248
0.017,0.334,0.183
0.018,0.464,0.238
0.013,0.387,0.236
0.012,0.297,0.142
0.025,0.483,0.193
0.024,0.321,0.106
0.015,0.255,0.205
0.016,0.348,0.15
0.013,0.471,0.148
0.018,0.213,0.157
0.014,0.436,0.145
0.016,0.28,0.107
0.021,0.319,0.101
0.015,0.449,0.194
0.02,0.314,0.13
0.011,0.276,0.231
0.021,0.217,0.121
0.016,0.499,0.104
0.019,0.301,0.107
0.015,0.396,0.133
0.011,0.308,0.239
0.018,0.243,0.2
0.017,0.211,0.131
0.014,0.251,0.233
0.016,0.451,0.119
0.011,0.331,0.226
0.017,0.334,0.184
0.022,0.242,0.166
0.022,0.445,0.224
0.013,0.237,0.111
0.02,0.249,0.182
0.021,0.392,0.129
0.011,0.493,0.103
0.023,0.272,0.12
0.019,0.229,0.111
0.014,0.292,0.234
0.013,0.465,0.248
0.019,0.211,0.235
0.023,0.393,0.201
0.019,0.419,0.113
0.022,0.245,0.102
0.013,0.342,0.217
0.016,0.237,0.16
0.014,0.384,0.219
0.016,0.306,0.219
0.016,0.288,0.146
0.02,0.468,0.207
0.012,0.459,0.199
0.016,0.373,0.122
0.019,0.248,0.181
0.014,0.241,0.175
0.011,0.339,0.227
0.025,0.256,0.207
0.014,0.349,0.215
0.015,0.235,0.181
0.021,0.347,0.228
0.025,0.457,0.107
0.018,0.285,0.183
0.018,0.407,0.114
0.025,0.202,0.14
0.013,0.493,0.21
0.017,0.434,0.209
0.016,0.288,0.139
0.023,0.248,0.249
0.014,0.393,0.195
0.021,0.409,0.143
0.021,0.273,0.226
0.015,0.347,0.174
0.023,0.427,0.153
0.013,0.377,0.157
0.019,0.436,0.185
0.013,0.342,0.122
0.021,0.214,0.189
0.012,0.413,0.183
0.013,0.46,0.119
0.019,0.236,0.121
0.024,0.264,0.17
0.02,0.395,0.175
0.01,0.455,0.104
0.02,0.415,0.171
0.012,0.323,0.23
0.023,0.364,0.114
0.018,0.346,0.133
0.015,0.365,0.201
0.017,0.305,0.163
0.018,0.344,0.191
0.019,0.204,0.134
0.025,0.271,0.24
0.023,0.402,0.14
0.02,0.435,0.169
0.013,0.333,0.24
0.021,0.272,0.182
0.014,0.309,0.175
0.013,0.304,0.226
0.017,0.254,0.135
0.023,0.237,0.217
0.014,0.225,0.121
0.023,0.352,0.182
